id,Headline,Category,Date,realorfake
28869,EgyptAir plane showed no technical issues before takeoff:  Al-Ahram,World News,5/24/2016 0:00,real
28870,Virginia governor says confident campaign donor was legitimate,World News,5/23/2016 0:00,real
28871,Red Bull deal gives GoPro wings,World News,5/24/2016 0:00,real
28872,Texas teen sentenced to 38 years for murdering Iraqi immigrant,World News,5/24/2016 0:00,real
28873,"U.S. new homes sales hit eight-year high, point to firming economy",World News,5/24/2016 0:00,real
28874,"Volkswagen, U.S. make substantial progress toward final deal: judge",World News,5/24/2016 0:00,real
28875,Investigators raid Google Paris HQ in tax evasion inquiry,World News,5/24/2016 0:00,real
28876,"Houston police probe bomb threat on Delta plane, no device found",World News,5/24/2016 0:00,real
28877,Sumner Redstone appoints two new members to his trust,World News,5/24/2016 0:00,real
28878,Lifting of Vietnam arms ban not aimed at China: Kerry,World News,5/24/2016 0:00,real
28879,U.S. household debt rises to $12.25 trillion in first quarter: New York Fed,World News,5/24/2016 0:00,real
28880,Greece to start key data handover on EgyptAir crash Wednesday: source,World News,5/24/2016 0:00,real
28881,Everest safety under scrutiny as third climber dies in as many days,World News,5/23/2016 0:00,real
28882,Head of security for TSA removed from post ,World News,5/23/2016 0:00,real
28883,"Google says complies with French law, cooperating with authorities",World News,5/24/2016 0:00,real
28884,Japan an alluring target for Standard Bank ATM thieves,World News,5/24/2016 0:00,real
28885,SWIFT to unveil new security plan after hackers' heists,World News,5/24/2016 0:00,real
28886,"In Iran, dividends of nuclear deal are slow to appear  ",World News,5/24/2016 0:00,real
28887,Obama says will ensure freedom of navigation in South China Sea,World News,5/24/2016 0:00,real
28888,"Democrats, seeking unity, give Sanders say in party platform",World News,5/23/2016 0:00,real
28889,More challenges than cheer for Apple chief on Asia tour,World News,5/24/2016 0:00,real
28890,Hardliner elected as head of Iran's top clerical body,World News,5/24/2016 0:00,real
28891,Vietnamese dissident says prevented by police from meeting Obama,World News,5/24/2016 0:00,real
28892,"Doubts mount over merger of health insurers Anthem, Cigna",World News,5/23/2016 0:00,real
28893,Obama says several Vietnam activists prevented from meeting him,World News,5/24/2016 0:00,real
28894,Facebook changes policies on 'Trending Topics' after criticism,World News,5/23/2016 0:00,real
28895,U.S. e-cigarette use stalls as health concerns grow: Reuters/Ipsos poll,World News,5/24/2016 0:00,real
28896,"U.S., Vietnam agree to allow Peace Corps into Vietnam for first time",World News,5/24/2016 0:00,real
28897,"Tribune gets $70.5 million investment, rejects Gannett offer   ",World News,5/23/2016 0:00,real
28898,Battle over Redstone's media empire sparks hope for change,World News,5/23/2016 0:00,real
28899,U.S. says late Taliban leader was planning attacks on Americans,World News,5/21/2016 0:00,real
28900,Supreme Court rules for black Georgia death row inmate,World News,5/23/2016 0:00,real
28901,Baltimore police officer acquitted in Freddie Gray death,World News,5/23/2016 0:00,real
28902,Bayer defies critics with $62 billion Monsanto offer,World News,5/23/2016 0:00,real
28903,Toyota recalls 1.6 million U.S. vehicles for Takata air bags,World News,5/23/2016 0:00,real
28904,U.S. lifts arms ban on old foe Vietnam as China tensions simmer,World News,5/22/2016 0:00,real
28905,No. 2 Senate Republican offers measure to sanction Vietnamese,World News,5/23/2016 0:00,real
28906,Fed's Bullard: rates too low for too long could be risky,World News,5/23/2016 0:00,real
28907,Taliban chief killed because he posed threat to U.S. troops: Pentagon,World News,5/23/2016 0:00,real
28908,Taliban planned new attacks on U.S. targets in Kabul: U.S. official,World News,5/23/2016 0:00,real
28909,"Iraqi forces clash with Islamic State near Falluja, bombard city center",World News,5/23/2016 0:00,real
28910,ICRC worried for civilians trapped in Iraq's Falluja,World News,5/23/2016 0:00,real
28911,U.N. worried about Falluja civilians ahead of Iraqi offensive,World News,5/23/2016 0:00,real
28912,North Korean envoy rejects Trump overture to meet leader,World News,5/23/2016 0:00,real
28913,Bombs kill nearly 150 in Syrian government-held cities: monitor,World News,5/23/2016 0:00,real
28914,Russia has special responsibility to push Syria to stop attacks: U.S.,World News,5/23/2016 0:00,real
28915,Russia calls for 'regime of calm' in Syria's Eastern Ghouta and Daraya ,World News,5/23/2016 0:00,real
28916,"Sanders rejects deal on Puerto Rico, offers alternative",World News,5/23/2016 0:00,real
28917,U.S. Fed awards $78.11 billion in reverse repos,World News,5/23/2016 0:00,real
28918,Shake-up in Israeli politics prompts 'seeds of fascism' warning,World News,5/23/2016 0:00,real
28919,"U.S. lawmakers back eased Vietnam embargo, have rights concerns",World News,5/23/2016 0:00,real
28920,Afghan governor sees more fighting after Taliban leader killed,World News,5/23/2016 0:00,real
28921,Sumner Redstone asks court to validate his removal of trustees ,World News,5/23/2016 0:00,real
28922,Goldman sees 35 percent chance on U.S. rate hike in June ,World News,5/23/2016 0:00,real
28923,"Russia's Lavrov, U.S.' Kerry discuss joint Syria operations: Russian ministry",World News,5/23/2016 0:00,real
28924,"Oil slides on Iran supply, U.S. rigs; Cushing draw cuts loss",World News,5/23/2016 0:00,real
28925,"Putin, after Latakia blasts, tells Assad will continue fighting 'terrorist threat' ",World News,5/23/2016 0:00,real
28926,Bayer CEO seeks to quell expectations of higher Monsanto offer,World News,5/23/2016 0:00,real
28927,Oil discoveries sink to lowest since 1952: Morgan Stanley,World News,5/23/2016 0:00,real
28928,Egypt sends robot submarine to help plane crash search,World News,5/22/2016 0:00,real
28929,Families of EgyptAir victims struggle to accept loss,World News,5/22/2016 0:00,real
28930,"Lockerbie lawyer seeks $330 million from Putin, Russia for MH17 disaster",World News,5/23/2016 0:00,real
28931,"Kremlin worried by Syria blasts, urges to continue Syria peace talks",World News,5/23/2016 0:00,real
28932,"Three mortar shells land near Baghdad's Green Zone, no casualties",World News,5/23/2016 0:00,real
28933,Sanders steps up feud with Democratic establishment,World News,5/22/2016 0:00,real
28934,Islamic State claims responsibility for deadly Syria bomb attacks,World News,5/23/2016 0:00,real
28935,"Three explosions hit Syria's coastal Tartous city, cause casualties: monitor",World News,5/23/2016 0:00,real
28936,Bayer CEO expects Monsanto to respond positively to deal proposal,World News,5/23/2016 0:00,real
28937,Bayer shareholder warns against overpaying for Monsanto,World News,5/23/2016 0:00,real
28938,Japan to press Obama to get strict on crime from U.S. bases,World News,5/23/2016 0:00,real
28939,"China says it hopes Vietnam-U.S. ties conducive to peace, stability",World News,5/23/2016 0:00,real
28940,"Slumping Japan exports, factory orders add to headaches for PM Abe, BOJ",World News,5/23/2016 0:00,real
28941,"Vietnam, U.S. 'need to narrow gap on differences'",World News,5/23/2016 0:00,real
28942,China plans base station for rescue operations in South China Sea,World News,5/23/2016 0:00,real
28943,Obama in Vietnam says freedom of navigation important,World News,5/23/2016 0:00,real
28944,U.S.-Vietnam ties should not put Asia stability at risk: China's Xinhua,World News,5/23/2016 0:00,real
28945,"Obama confirms Afghan Taliban leader's death, says chance for peace",World News,5/23/2016 0:00,real
28946,"Exclusive: Tribune Publishing to reject Gannett offer, will share info - sources",World News,5/23/2016 0:00,real
28947,"As Obama begins Vietnam visit, BBC reporter says been banned",World News,5/23/2016 0:00,real
28948,"Iraq announces start of Falluja operation, some residents flee",World News,5/22/2016 0:00,real
28949,"Ken Loach wins second Cannes Palme d'Or with 'I, Daniel Blake'",World News,5/22/2016 0:00,real
28950,"Greek parliament approves reforms in exchange for aid, debt relief",World News,5/22/2016 0:00,real
28951,"Heavy air strikes hit rebel road to Syria's Aleppo: monitor, rebels",World News,5/22/2016 0:00,real
28952,"Factbox: Greece legislates bailout reforms to get loans, debt relief",World News,5/22/2016 0:00,real
28953,Egypt must work harder to revive tourism after EgyptAir crash: minister,World News,5/22/2016 0:00,real
28954,Factbox: Cannes Film Festival award winners,World News,5/22/2016 0:00,real
28955,"Erdogan ally takes over as Turkish PM, vowing stronger presidency",World News,5/22/2016 0:00,real
28956,Pakistan hints Mansour may have been in Iran before U.S. drone strike,World News,5/22/2016 0:00,real
28957, FSA rebels to Syrian army: End assault within 48 hours or truce finished,World News,5/22/2016 0:00,real
28958,Taliban's Haqqani may be even more deadly foe than Mansour,World News,5/22/2016 0:00,real
28959,Obama: Hiroshima visit to emphasize current U.S. ties with Japan,World News,5/22/2016 0:00,real
28960,"Monitor: 60,000 have died in Syrian government jails during war",World News,5/22/2016 0:00,real
28961,Islamic State calls for attacks on the West during Ramadan in audio message,World News,5/21/2016 0:00,real
28962,Drone strike on Afghan Taliban chief appears a success: Ghani spokesman ,World News,5/22/2016 0:00,real
28963,Kerry says Taliban leader Mansour posed a 'continuing imminent threat',World News,5/22/2016 0:00,real
28964,Afghan government says it is likely that Taliban leader killed,World News,5/22/2016 0:00,real
28965,Venezuela leader says U.S. 'dreams' of dividing loyal military  ,World News,5/21/2016 0:00,real
28966,"Four killed, 90 injured in Baghdad's Green Zone riots: hospitals",World News,5/21/2016 0:00,real
28967,"Obama, Iraqi PM want tighter security after Green Zone storming",World News,5/21/2016 0:00,real
28968,Day of democracy in communist Vietnam in vote on party's parliament,World News,5/21/2016 0:00,real
28969,EgyptAir jet sent smoke-alarm warnings before crash,World News,5/19/2016 0:00,real
28970,EgyptAir crash preliminary report will take one month: newspaper,World News,5/21/2016 0:00,real
28971,U.S. agency probes blimp emergency landing in Philadelphia neighborhood,World News,5/21/2016 0:00,real
28972,Egyptian investigators say too soon for conclusions on  EgyptAir crash,World News,5/21/2016 0:00,real
28973,U.S defense secretary apologizes after American charged in Japanese woman's death,World News,5/21/2016 0:00,real
28974,Viacom says its board has not had access to Redstone,World News,5/21/2016 0:00,real
28975,"UK 'Remain' camp gains ground in EU poll, bookmakers lengthen Brexit odds",World News,5/21/2016 0:00,real
28976,G7 united against Brexit but can only hope for an 'In' vote,World News,5/21/2016 0:00,real
28977,Brother of Brussels suicide bomber set for Rio Olympics,World News,5/21/2016 0:00,real
28978,"Political future on line, Italy's Renzi launches referendum campaign",World News,5/21/2016 0:00,real
28979,Trump rallies gun owners with fiery anti-Clinton speech,World News,5/20/2016 0:00,real
28980,Secret Service shoots gun-wielding man near White House,World News,5/20/2016 0:00,real
28981,France's BEA confirms EgyptAir jet signaled smoke on board before crash,World News,5/21/2016 0:00,real
28982,Sumner Redstone removes Viacom CEO and board member from trust,World News,5/21/2016 0:00,real
28983,Trump loaned White House campaign $7.5 million as he nears Republican nomination,World News,5/21/2016 0:00,real
28984,Exclusive: Chinese buyers circle soccer 'super' agent Stellar Group,World News,5/20/2016 0:00,real
28985,"Gun used to kill Trayvon Martin sold for $250,000: TV reports",World News,5/20/2016 0:00,real
28986,New U.S. food label rules to require added sugars to be detailed,World News,5/20/2016 0:00,real
28987,Major change in U.S. food labels is likely to help healthiest the most,World News,5/21/2016 0:00,real
28988,Dean Foods' Davis said he threw phone in creek to hinder FBI ,World News,5/20/2016 0:00,real
28989,Some in Oklahoma statehouse urge Obama impeachment over bathroom rule,World News,5/20/2016 0:00,real
28990,Flight data showed smoke alerts on EgyptAir plane before crash: CNN,World News,5/20/2016 0:00,real
28991,"Mexico to extradite drug boss Guzman to U.S., won't face death penalty",World News,5/20/2016 0:00,real
28992,Oklahoma governor vetoes bill to jail abortion doctors,World News,5/20/2016 0:00,real
28993,"Protesters storm Baghdad's Green Zone again, dozens hurt",World News,5/20/2016 0:00,real
28994,Russia urges joint strikes on Syria rebels but U.S. reacts coolly  ,World News,5/20/2016 0:00,real
28995,"U.S. reports 279 Zika cases in pregnant women, Obama pushes Congress on funds",World News,5/20/2016 0:00,real
28996,Obama urges Congress to quickly boost Zika funding,World News,5/20/2016 0:00,real
